gene_symbol	ensembl_gene_id	total_nominations	first_nomination_year	nominating_teams	input_data	validation_details	pharos_class	in_snapshot	our_rank	overall_score	genetic_score	mutation_freq	expr_log2fc	prot_log2fc	chronos	frac_dependent	loeuf	druggability_score	tractability_modalities	max_disease_phase	n_disease_trials	n_publications	velocity	tissue_tau	target_class	is_common_essential	surface_or_secreted	winner_snapshot	rwr_snapshot	winner_global	winner_global_rank	string_degree	axes_with_data
CX3CL1	ENSG00000006210	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tbio	yes	1905	0.10318018293661807			-1.197				0.33677959806364394	0.85	3			791	0.347661188369153	0.365	Secreted protein	false	true	0.165	0.028	0.096146	1972	221	6
CX3CR1	ENSG00000168329	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tchem	yes	1833	0.10659743951858053			-0.602				0	0.3	3			1604	0.42019950124688277	0.7139	Membrane receptor	false	true	0.1834	0.0248	0.128512	1195	316	6
CXCL10	ENSG00000169245	1	2018	Mayo-UFL-ISB	RNA	validation studies completed	Tbio	yes	3073	0.06642252737579844			1.199				1.09354989944096	0.85	2			1138	0.4103690685413005	0.7331	Secreted protein	false	true			0.221010	339	528	6
CYBB	ENSG00000165168	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tchem	yes	1866	0.10503566806426641			-0.55				0.22589870378885793	0.3	3			201	0.3283582089552239	0.5919	Transporter	false	true	0.2158	0.0242	0.130992	1148	335	6
CYFIP2	ENSG00000055163	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	1835	0.1065178751849297			-1.439				0.24911349101066801	0.3	1			50	0.3	0.4465	Unclassified protein	false	true	0.0581	0.0074	0.057437	3980	138	6
CYP19A1	ENSG00000137869	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tclin	yes	1813	0.10834777404929806			0.492				0.9679695772818246	1	3			161	0.36024844720496896	0.8947	Cytochrome P450 family 19	false	false	0.0979	0.0079	0.093499	2064	220	6
CYP27A1	ENSG00000135929	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	4678	0.03245585972145056			0.042				1.0112464853854133	0.3	3			236	0.3389830508474576	0.387	Enzyme	false	false			0.048375	4875	124	6
CYP3A43	ENSG00000021461	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tclin	yes	6078	0.0014783194187388072			-1.174				0.9947855489250091	1	3			23	0.34782608695652173	0.9147	Oxidoreductase	false	false			0.015251	11273	47	6
CYTL1	ENSG00000170891	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	6079	0.005358907892928176			0.129				1.9424937952922277	0.3	1			14	0.42857142857142855	0.7268		false	true			0.001810	18826	6	6
DAAM1	ENSG00000100592	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6080	0.009607461444284515			1.177				0.5038948253278525	0.3	2			33	0.15151515151515152	0.322		false	true			0.044690	5275	117	6
DAAM2	ENSG00000146122	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6081	0.01787305952878811			1.002				0.4221990672526045	0	0			36	0.25	0.3646		false	false			0.014206	11606	37	6
DAGLA	ENSG00000134780	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tchem	yes	5232	0.026073858748005704			-0.786				0.30614329012595576	0.3	3			49	0.4489795918367347	0.5165	Hydrolase	false	true			0.011772	12524	27	6
DAP3	ENSG00000132676	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6082	0.0036957985468470188			0.893				0.7397008843826423	0.3	2			26	0.4230769230769231	0.1818	Other cytosolic protein	true	false			0.175115	631	350	6
DAXX	ENSG00000204209	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6083	0.015858835216975734			0.255				0.5454119833274202	0.3	2			101	0.2079207920792079	0.1929	Unclassified protein	false	false			0.123827	1283	275	6
DBT	ENSG00000137992	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6084	0.014520227210264618			0.987				1.015517537630325	0.3	2			386	0.3005181347150259	0.23		false	false			0.087404	2280	210	6
DCAF12	ENSG00000198876	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	6085	0.0073915970936940375			0.399				0.72707921099838	0.3	1			8	0.5	0.3479		false	false			0.036299	6492	77	6
DCHS2	ENSG00000197410	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	5432	0.024140453311938655			0.676				0.8949784827863001	0.3	2			18	0.1111111111111111	0.7411		false	true			0.004794	16697	14	6
DCLK1	ENSG00000133083	1	2018	Emory	Protein	not prioritized for experimental validation	Tchem	yes	1487	0.15127215294200597			-1.26				0.28181397813094367	0.3	3			78	0.3333333333333333	0.5532	Protein Kinase	false	false	0.0235	0.0036	0.037138	6350	107	6
DCLK2	ENSG00000170390	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tchem	yes	6086	0.0036957985468470188			0.676				0.5336448823419959	0.3	2			18	0.16666666666666666	0.4	Protein Kinase	false	false			0.004651	16811	15	6
DCN	ENSG00000011465	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	2256	0.08827029172514031			0.825				0.697974419950775	0.3	2			312	0.358974358974359	0.3832		false	true			0.127557	1210	305	6
DCTN1	ENSG00000204843	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	4410	0.03633543450316293			-1.922				0.4684352382055841	0.3	1			210	0.2761904761904762	0.1919	Unclassified protein	true	false			0.138431	1030	316	6
DDB1	ENSG00000167986	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tbio	yes	1321	0.20534780675918746			-0.228				0.20050345406633024	1	2	2.5	2	140	0.4142857142857143	0.2347	Unclassified protein	true	false	0.1274	0.0069	0.212394	384	453	7
DDO	ENSG00000203797	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tchem	yes	6087				-0.835				1.4471407340970244	0.3	2			38	0.42105263157894735	0.4759	Oxidoreductase	false	false			0.024411	8720	68	6
DDR2	ENSG00000162733	1	2023	Mayo-UFL-ISB	Genetics; RNA	Validation studies ongoing	Tchem	yes	571	0.3184972080003154			1.133				0.3924199307683016	1	3			71	0.23943661971830985	0.4332	TK protein kinase group	false	true	0.0332	0.0023	0.022118	9275	64	6
DDX1	ENSG00000079785	1	2022	Emory-Sage-SGC	Risk Scores; Pathway Modeling		Tchem	yes	1277	0.2135554372411061			-1.221				0.3532545402078377	0.3	2			45	0.37777777777777777	0.1532	Enzyme	false	false	0.0432	0.0024	0.083773	2430	236	6
DENND1B	ENSG00000213047	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6088	0.007761176948378739			0.855				0.8134728834987798	0.3	1			26	0.23076923076923078	0.3986		false	false			0.017955	10363	53	6
DESI1	ENSG00000100418	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tdark	yes	6089				-0.293				1.1391287467355615	0.3	1			9	0.4444444444444444	0.203		false	false			0.027619	8040	49	6
DHCR24	ENSG00000116133	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	2068	0.09580385501424249			-1.744				0.62677906686488	1	3			216	0.3333333333333333	0.4546	Oxidoreductase	false	false			0.050212	4654	120	6
DHRS11	ENSG00000278535	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6090				-0.728				0.8695865721132047	0.3	2			15	0.4	0.4233		false	true			0.036826	6399	91	6
DHTKD1	ENSG00000181192	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6091	0.00406537840153172			0.341				0.9254879334381649	0.3	2			21	0.47619047619047616	0.3585		false	false			0.044999	5248	117	6
DHX58	ENSG00000108771	1	2022	Emory-Sage-SGC	Risk Scores; Pathway Modeling		Tbio	yes	6092	0.010199855299629407			-0.592				0.990568677915595	0.3	1			17	0.47058823529411764	0.3001		false	false			0.082222	2513	209	6
DIRAS1	ENSG00000176490	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6093	0.004968795824094324			-0.941				0.6729065771537882	0.3	3			11	0.7272727272727273	0.5701		false	false			0.009066	13845	27	6
DLAT	ENSG00000150768	1	2025	Emory-Sage-SGC	Genetics; RNA; Protein	Validation studies ongoing	Tbio	yes	2284	0.08728288448023658			-0.571				0.8148324826719205	0.3	2			85	0.6941176470588235	0.2384	Transferase	false	false			0.107951	1620	261	6
DLD	ENSG00000091140	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	242	0.4020483648929487			-0.916				0.7645523850580029	0.3	2			327	0.3547400611620795	0.1933	Oxidoreductase	false	true	0.0984	0.0053	0.132652	1125	336	6
DLG2	ENSG00000150672	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	1054	0.24758713424535875	0.386236759115988		-0.831				0.43557559610271146	0.3	2			434	0.347926267281106	0.6103		false	false	0.1032	0.0416	0.071474	3053	174	6
DLG4	ENSG00000132535	1	2018	Emory	Protein	not prioritized for experimental validation	Tchem	yes	1584	0.12408264342504408			0.402				0.14014156264155234	0.3	3			408	0.2696078431372549	0.4293	Structural protein	false	false	0.3284	0.1519	0.229957	305	523	6
DLGAP1	ENSG00000170579	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	3573	0.05368374067138307			-1.259				0.20061964010661035	0.3	2			77	0.3246753246753247	0.8081		false	true			0.045963	5143	113	6
DMXL2	ENSG00000104093	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	6094	0.01869988347848733			-0.944				0.36646438744598503	0.3	2			30	0.36666666666666664	0.35		false	false			0.011765	12526	27	6
DNAJC6	ENSG00000116675	1	2019	Chang Lab	Genetics; RNA; Protein		Tbio	yes	4855	0.03013767706654204			-1.174				0.4114364389714608	0.3	2			111	0.36036036036036034	0.645		false	true			0.059889	3790	148	6
DND1	ENSG00000256453	1	2018	Columbia-Rush	Genetics; RNA; Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6095				0.817				0.38955472322446444	0.3	1			14	0.07142857142857142			false	false			0.013028	12010	37	5
DNM1L	ENSG00000087470	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tchem	yes	1783	0.10984628944111313			-1.138				0.4753270021012245	0.3	3			245	0.35918367346938773	0.2484	Hydrolase	true	false	0.1264	0.0243	0.093356	2073	243	6
DNM2	ENSG00000079805	1	2019	Chang Lab	Genetics; Protein		Tchem	yes	2407	0.08392314419879922			0.348				0.23338139539501884	0.3	3			137	0.2773722627737226	0.1771	Hydrolase	true	true			0.101164	1786	256	6
DNM3	ENSG00000197959	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	5017	0.02809866440463348			1.419				0.5898956774918032	0.3	3			55	0.36363636363636365	0.6738		false	false			0.033995	6833	94	6
DOCK1	ENSG00000150760	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	749	0.2869872846815947	0.46317722524902505		1.28				0.6050129456260248	0.3	3			64	0.1875	0.2395	Unclassified protein	false	true	0.072	0.0119	0.074434	2867	178	6
DOCK3	ENSG00000088538	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	455	0.3418626974822397	0.5326531151265683		-1.172				0.28002748257508553	0.3	2			39	0.1794871794871795	0.5901		false	false	0.0313	0.0041	0.020749	9604	56	6
DOCK4	ENSG00000128512	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	1137	0.23688221946906424	0.3824115586387532		0.962				0.42835195654231123	0.3	2			45	0.35555555555555557	0.4415		false	true	0.1031	0.0053	0.203028	431	415	6
DOCK7	ENSG00000116641	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tbio	yes	6096	0.004810717096179277			-0.305				0.5864768722752329	0.3	1			22	0.2727272727272727	0.3994		false	true			0.020457	9695	55	6
DOCK8	ENSG00000107099	1	2022	IUSM-Purdue	RNA	not prioritized for experimental validation	Tbio	yes	1955	0.10073680630698284			0.953				0.6602682951839638	0.3	2			67	0.4626865671641791	0.6258		false	false	0.0307	0.0025	0.031087	7331	82	6
DPP10	ENSG00000175497	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	5912	0.020133211037310042			-0.133				0.3650334137397307	0.3	3			76	0.39473684210526316	0.8031		false	true			0.027616	8041	70	6
DPY30	ENSG00000162961	1	2018	Mayo-UFL-ISB	Protein	not prioritized for experimental validation	Tbio	yes	6097	0.012589865027633217			-1				0.7310256161423847	0.3	2			23	0.391304347826087	0.1327		false	false			0.100604	1807	230	6
DPYD	ENSG00000188641	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tclin	yes	6098	0.012306973727626562			-0.801				1.0997871251550417	1	2			74	0.36486486486486486	0.426	Oxidoreductase	false	false			0.062408	3615	150	6
DPYS	ENSG00000147647	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6099	0.0018478992734235094			0.002				1.0123482688411176	0	0			48	0.20833333333333334	0.9171	Hydrolase	false	false			0.020703	9619	55	6
DPYSL3	ENSG00000113657	1	2018	Emory	Protein	not prioritized for experimental validation	Tbio	yes	6100	0.009737880481273529			-0.776				0.3677069091193725	0.3	1			77	0.35064935064935066	0.3736	Unclassified protein	false	true			0.040662	5806	105	6
DTNA	ENSG00000134769	1	2020	MSSM - Zhang Lab	Genetics; Protein	not prioritized for experimental validation	Tbio	yes	3151	0.06486352283106378			1.944				0.5506002864386024	0.3	2			58	0.3103448275862069	0.4791		false	true			0.042105	5582	109	6
DTX3L	ENSG00000163840	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6101				1.134				0.7431396606864609	0.3	3			18	0.3333333333333333	0.3853		false	false			0.025386	8512	64	6
DYNC2LI1	ENSG00000138036	1	2019	Chang Lab	Genetics; RNA		Tbio	yes	6102	0.0029384701759484905			-1.261				1.1126136724585647	0.3	2			13	0.07692307692307693	0.3023		false	true			0.032488	7095	72	6
EDA	ENSG00000158813	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6103	0.015822740189759543			-0.707				0.267129143318153	0.3	2			361	0.2659279778393352	0.4753		false	true			0.012082	12390	31	6
EDAR	ENSG00000135960	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	6104	0.010955373503562021			0.726				0.9715775937130693	0.3	1			314	0.2929936305732484	0.9112	Membrane receptor	false	false			0.019963	9843	53	6
EFNA1	ENSG00000169242	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6105	0.014903295069417245			1.022				0.621747777350411	0.3	2			46	0.45652173913043476	0.3873		false	true			0.036158	6510	74	6
EFNA5	ENSG00000184349	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	6106	0.011411557632269823			0.814				0.4584888438601883	0.3	1			67	0.29850746268656714	0.4689		false	true			0.066381	3337	157	6
ELAVL2	ENSG00000107105	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	1178	0.2295932087797336	0.36110957828773854		0.972				0.2642120499446887	0.3	1			45	0.28888888888888886	0.8199		false	false	0.0165	0.0026	0.031638	7227	94	6
ELAVL4	ENSG00000162374	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	2927	0.07048271334244548			-1.179				0.1334030379193761	0.3	1			84	0.34523809523809523	0.841		false	true			0.037443	6311	108	6
ELL2	ENSG00000118985	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6107	0.005476994189591342			1.194				0.41550947039807995	0.3	1			16	0.375	0.3551		false	false			0.041334	5705	78	6
ELOVL2	ENSG00000197977	1	2023	Duke	Metabolomics; Genetics	Not prioritized for experimental validation 	Tbio	yes	5340	0.025021981241558723			0.767				1.320164358655199	0.3	2			63	0.4126984126984127	0.6925	Transferase	false	false			0.017455	10518	42	6
EN2	ENSG00000164778	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	3149	0.06490090604302293			-0.384				0.5254294433093134	0	0			71	0.18309859154929578	0.9438		false	false			0.011007	12879	33	6
ENC1	ENSG00000171617	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	5280	0.0256485444632984			-2.402				0.6815587546376859	0.3	2			44	0.29545454545454547	0.5985		false	true			0.031314	7291	61	6
ENO1	ENSG00000074800	1	2018	Emory	Protein	not prioritized for experimental validation	Tchem	yes	3994	0.04465119075697695			-1.16				0.9540289864782022	0.3	3			294	0.40476190476190477	0.2414	Enzyme	false	true			0.213294	378	542	6
ENO3	ENSG00000108515	1	2023	Duke	Metabolomics; Genetics; RNA; Protein; Phenomics	Not prioritized for experimental validation 	Tbio	yes	4571	0.03392694089601359	0.045835487818596365		-0.749				1.2335257617121584	0.3	3			61	0.32786885245901637	0.7327		false	true			0.098830	1880	251	6
ENOSF1	ENSG00000132199	1	2023	MSSM - Roussos Lab	RNA	Not prioritized for experimental validation 	Tbio	yes	6108				-1				1.2997156256688023	0.3	1			8	0.25	0.3272		false	false			0.009915	13394	31	6
EPHA1-AS1	ENSG00000229153	1	2023	MSSM - Roussos Lab	Genetics; RNA	Validation studies ongoing 		yes	6109				0.911					0	0			78	0.34615384615384615	0.7757			false						5
EPHA5	ENSG00000145242	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	5281	0.025648478724130196			-1.201				0.7084382831188266	1	3			63	0.4444444444444444	0.8171	Enzyme	false	true			0.022187	9256	52	6
EPHX1	ENSG00000143819	1	2023	Duke	Genetics	Not prioritized for experimental validation 	Tchem	yes	6110	0.012889693838474237			-0.226				1.2052887108261043	0.3	3			58	0.2413793103448276	0.3561	Protease	false	false			0.053143	4354	119	6
ERBB4	ENSG00000178568	1	2018	Mayo-UFL-ISB	RNA	not prioritized for experimental validation	Tclin	yes	1944	0.10125658824716845			1.23				0.3438706199396836	1	4			613	0.25774877650897227	0.6405	TK protein kinase group	false	true	0.2156	0.0608	0.134399	1095	307	6
ERBIN	ENSG00000112851	1	2023	MSSM - Zhang Lab	Protein	Not prioritized for experimental validation	Tbio	yes	5892	0.020298244929715055							0.4696080525946892	0.3	3			42	0.42857142857142855	0.2199		false	true			0.064088	3499	180	5
ERC2	ENSG00000187672	1	2018	MSSM - Zhang Lab	Genetics; RNA	not prioritized for experimental validation	Tbio	yes	6111	0.01215674248025419			-1.227				0.47311400434441053	0.3	1			49	0.40816326530612246	0.7872		false	false			0.022294	9227	57	6
ESRRG	ENSG00000196482	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tchem	yes	2814	0.07374301664760177			0.615				0.46968790047659253	0.85	2			47	0.2978723404255319	0.7791	Nuclear hormone receptor subfamily 3 group B	false	false			0.022408	9207	58	6
ETFA	ENSG00000140374	1	2018	Columbia-Rush	Protein; Clinical	not prioritized for experimental validation	Tbio	yes	6112	0.009594162649150634			-0.25				0.67941521299638	0.3	2			45	0.4	0.2346	Unclassified protein	false	false			0.092305	2102	234	6
EXOC3L2	ENSG00000283632	1	2018	Duke	Genetics; Metabolomics	not prioritized for experimental validation	Tbio	yes	4962	0.028754648107577295			0.87				0.5749422307708459	0	0			97	0.21649484536082475	0.6826		false	false			0.014729	11435	35	6
EYA4	ENSG00000112319	1	2023	ASU	RNA	Validation studies ongoing 	Tbio	yes	4351	0.037287938149847016			0.293				0.47589246387035855	0.3	1			43	0.3023255813953488	0.7963		false	false			0.033453	6924	93	6
EZR	ENSG00000092820	1	2020	MSSM - Zhang Lab	Genetics; Protein	not prioritized for experimental validation	Tbio	yes	3756	0.04964590926594974			2.128				0.6961433247195805	0.3	2			170	0.3764705882352941	0.239	Structural protein	false	false			0.153975	836	371	6
